dataset,image_id,identity_id,seed,method,epsilon,steps,step_ratio,cosine_similarity,jpeg_cosine,blur_cosine,resize_cosine
CelebA,096428,862,0,FaceGuard,0.047058823529411764,35,0.125,-0.9063109159469604,-0.8606162667274475,-0.8486372232437134,-0.9071719646453857
CelebA,052940,8158,0,FaceGuard,0.047058823529411764,35,0.125,-0.932774543762207,-0.9026708602905273,-0.8813748359680176,-0.9102199673652649
CelebA,177571,2779,0,FaceGuard,0.047058823529411764,35,0.125,-0.9440912008285522,-0.9132115840911865,-0.8840277194976807,-0.9280391931533813
CelebA,073197,1741,0,FaceGuard,0.047058823529411764,35,0.125,-0.9009308218955994,-0.8591348528862,-0.7376176714897156,-0.8836374282836914
CelebA,134687,2154,0,FaceGuard,0.047058823529411764,35,0.125,-0.9614003896713257,-0.9481818675994873,-0.9341127276420593,-0.9549309015274048
CelebA,145658,4288,0,FaceGuard,0.047058823529411764,35,0.125,-0.9516902565956116,-0.8979544639587402,-0.8600419759750366,-0.9508406519889832
CelebA,142936,2693,0,FaceGuard,0.047058823529411764,35,0.125,-0.9578735828399658,-0.948572039604187,-0.9445354342460632,-0.9499537944793701
CelebA,097214,1465,0,FaceGuard,0.047058823529411764,35,0.125,-0.9318943023681641,-0.8929691910743713,-0.8040087819099426,-0.9287645220756531
CelebA,158013,8617,0,FaceGuard,0.047058823529411764,35,0.125,-0.9078646898269653,-0.877996563911438,-0.8290905356407166,-0.9043123722076416
CelebA,131961,6625,0,FaceGuard,0.047058823529411764,35,0.125,-0.9492812156677246,-0.858321487903595,-0.8449854850769043,-0.9415354132652283
CelebA,134086,5083,0,FaceGuard,0.047058823529411764,35,0.125,-0.9103068113327026,-0.828157901763916,-0.785609245300293,-0.9068565964698792
CelebA,012602,2584,0,FaceGuard,0.047058823529411764,35,0.125,-0.8562061190605164,-0.7055199146270752,-0.684134304523468,-0.8388452529907227
CelebA,046260,8609,0,FaceGuard,0.047058823529411764,35,0.125,-0.9357060194015503,-0.915422797203064,-0.8980380296707153,-0.9346170425415039
CelebA,110438,4385,0,FaceGuard,0.047058823529411764,35,0.125,-0.927159309387207,-0.8740206360816956,-0.8708853721618652,-0.9291806221008301
CelebA,160558,972,0,FaceGuard,0.047058823529411764,35,0.125,-0.9547138810157776,-0.932632327079773,-0.9295132756233215,-0.947716236114502
CelebA,199546,9883,0,FaceGuard,0.047058823529411764,35,0.125,-0.911953866481781,-0.8709065914154053,-0.8784773349761963,-0.9192212820053101
CelebA,200092,8244,0,FaceGuard,0.047058823529411764,35,0.125,-0.8549065589904785,-0.6787734627723694,-0.5775585174560547,-0.8096275329589844
CelebA,082843,5044,0,FaceGuard,0.047058823529411764,35,0.125,-0.9382365942001343,-0.9180089831352234,-0.8924415111541748,-0.9348894357681274
CelebA,046153,6108,0,FaceGuard,0.047058823529411764,35,0.125,-0.9528399705886841,-0.9496865272521973,-0.9394721388816833,-0.9541451930999756
CelebA,068751,5879,0,FaceGuard,0.047058823529411764,35,0.125,-0.8959468007087708,-0.8249112963676453,-0.8370926380157471,-0.8817172050476074
CelebA,118136,8252,0,FaceGuard,0.047058823529411764,35,0.125,-0.8974841833114624,-0.8491780757904053,-0.7808331847190857,-0.880314826965332
CelebA,012951,4374,0,FaceGuard,0.047058823529411764,35,0.125,-0.8841143846511841,-0.8106530904769897,-0.6730554103851318,-0.8663554191589355
CelebA,160240,318,0,FaceGuard,0.047058823529411764,35,0.125,-0.9341564774513245,-0.897304892539978,-0.9113708734512329,-0.9344990253448486
CelebA,040079,1603,0,FaceGuard,0.047058823529411764,35,0.125,-0.9146072268486023,-0.8278706073760986,-0.7952924966812134,-0.8895251750946045
CelebA,057948,2503,0,FaceGuard,0.047058823529411764,35,0.125,-0.9298351407051086,-0.8988305330276489,-0.9089552164077759,-0.9244919419288635
CelebA,128196,301,0,FaceGuard,0.047058823529411764,35,0.125,-0.9264662861824036,-0.8612587451934814,-0.8628618121147156,-0.924595057964325
CelebA,103348,9783,0,FaceGuard,0.047058823529411764,35,0.125,-0.9212580323219299,-0.8942189812660217,-0.8613741397857666,-0.9151912331581116
CelebA,137248,4532,0,FaceGuard,0.047058823529411764,35,0.125,-0.966318666934967,-0.9340417385101318,-0.9136131405830383,-0.9534384608268738
CelebA,097995,4197,0,FaceGuard,0.047058823529411764,35,0.125,-0.9208296537399292,-0.8379673957824707,-0.7648194432258606,-0.8996498584747314
CelebA,055419,706,0,FaceGuard,0.047058823529411764,35,0.125,-0.9135144948959351,-0.8540575504302979,-0.8198270797729492,-0.8955774307250977
CelebA,117691,5897,0,FaceGuard,0.047058823529411764,35,0.125,-0.9262597560882568,-0.8425662517547607,-0.8082648515701294,-0.9104743003845215
CelebA,153298,10029,0,FaceGuard,0.047058823529411764,35,0.125,-0.9398566484451294,-0.8995030522346497,-0.8772265911102295,-0.927765965461731
CelebA,092766,8916,0,FaceGuard,0.047058823529411764,35,0.125,-0.9259630441665649,-0.8755055069923401,-0.8649046421051025,-0.9220952987670898
CelebA,156130,10082,0,FaceGuard,0.047058823529411764,35,0.125,-0.8872692584991455,-0.8364694714546204,-0.8161851763725281,-0.8816307783126831
CelebA,187549,8480,0,FaceGuard,0.047058823529411764,35,0.125,-0.9131655693054199,-0.8640879392623901,-0.861968994140625,-0.9079658389091492
CelebA,186628,8918,0,FaceGuard,0.047058823529411764,35,0.125,-0.9093717336654663,-0.853325366973877,-0.8116201758384705,-0.8939516544342041
CelebA,131357,3446,0,FaceGuard,0.047058823529411764,35,0.125,-0.913608193397522,-0.8213040232658386,-0.7537927627563477,-0.8995187878608704
CelebA,138444,4245,0,FaceGuard,0.047058823529411764,35,0.125,-0.9091351628303528,-0.8351321220397949,-0.8032873868942261,-0.891631007194519
CelebA,076261,10031,0,FaceGuard,0.047058823529411764,35,0.125,-0.9489631652832031,-0.8707777261734009,-0.8536421060562134,-0.9379842877388
CelebA,057637,3764,0,FaceGuard,0.047058823529411764,35,0.125,-0.9429685473442078,-0.8575543761253357,-0.9006872177124023,-0.9398571252822876
CelebA,164459,4038,0,FaceGuard,0.047058823529411764,35,0.125,-0.8795254826545715,-0.7620823979377747,-0.7651081681251526,-0.8655980825424194
CelebA,071417,249,0,FaceGuard,0.047058823529411764,35,0.125,-0.9097813963890076,-0.8317862153053284,-0.896632194519043,-0.9095351696014404
CelebA,113613,1863,0,FaceGuard,0.047058823529411764,35,0.125,-0.9604949951171875,-0.9277594685554504,-0.9204138517379761,-0.9564646482467651
CelebA,118557,1513,0,FaceGuard,0.047058823529411764,35,0.125,-0.8992799520492554,-0.8046497702598572,-0.8162498474121094,-0.8889071941375732
CelebA,003202,1287,0,FaceGuard,0.047058823529411764,35,0.125,-0.9615728259086609,-0.9380524158477783,-0.9071035385131836,-0.9543399810791016
CelebA,108548,424,0,FaceGuard,0.047058823529411764,35,0.125,-0.9409557580947876,-0.8980147838592529,-0.8930180072784424,-0.9377627968788147
CelebA,049661,7552,0,FaceGuard,0.047058823529411764,35,0.125,-0.9590590000152588,-0.9578243494033813,-0.925361156463623,-0.954357385635376
CelebA,177723,217,0,FaceGuard,0.047058823529411764,35,0.125,-0.9145382046699524,-0.8691863417625427,-0.8564509153366089,-0.9096646308898926
CelebA,030903,5849,0,FaceGuard,0.047058823529411764,35,0.125,-0.9478820562362671,-0.9072997570037842,-0.9070672392845154,-0.947094202041626
CelebA,067885,202,0,FaceGuard,0.047058823529411764,35,0.125,-0.9497553706169128,-0.8994685411453247,-0.9204572439193726,-0.943030595779419
CelebA,174675,3557,0,FaceGuard,0.047058823529411764,35,0.125,-0.8895109295845032,-0.7935680150985718,-0.7270119786262512,-0.8689630627632141
CelebA,195358,8698,0,FaceGuard,0.047058823529411764,35,0.125,-0.9041346311569214,-0.8639322519302368,-0.8562430143356323,-0.899493396282196
CelebA,066887,948,0,FaceGuard,0.047058823529411764,35,0.125,-0.8811249732971191,-0.7824721336364746,-0.7491883635520935,-0.8624312877655029
CelebA,042809,6471,0,FaceGuard,0.047058823529411764,35,0.125,-0.9326784610748291,-0.9069656729698181,-0.9036514759063721,-0.922074556350708
CelebA,106720,2104,0,FaceGuard,0.047058823529411764,35,0.125,-0.9465346336364746,-0.9195287823677063,-0.8927709460258484,-0.9385673999786377
CelebA,201766,6632,0,FaceGuard,0.047058823529411764,35,0.125,-0.9097107648849487,-0.821147084236145,-0.8314676284790039,-0.9018943905830383
CelebA,202200,7301,0,FaceGuard,0.047058823529411764,35,0.125,-0.9327983260154724,-0.8803050518035889,-0.8850915431976318,-0.9233393669128418
CelebA,014436,3938,0,FaceGuard,0.047058823529411764,35,0.125,-0.9533358812332153,-0.8851921558380127,-0.8491643071174622,-0.9426374435424805
CelebA,125619,6365,0,FaceGuard,0.047058823529411764,35,0.125,-0.8999529480934143,-0.8306748270988464,-0.8087297677993774,-0.8845394253730774
CelebA,141715,5938,0,FaceGuard,0.047058823529411764,35,0.125,-0.9056534171104431,-0.8638466596603394,-0.8796764612197876,-0.9174469709396362
CelebA,092306,4306,0,FaceGuard,0.047058823529411764,35,0.125,-0.9346132278442383,-0.8643087148666382,-0.8345625400543213,-0.9256241321563721
CelebA,143669,6208,0,FaceGuard,0.047058823529411764,35,0.125,-0.9031199216842651,-0.8300504684448242,-0.7723501920700073,-0.8922259211540222
CelebA,194792,6472,0,FaceGuard,0.047058823529411764,35,0.125,-0.955743670463562,-0.9121584892272949,-0.9178799986839294,-0.9494233131408691
CelebA,144974,6653,0,FaceGuard,0.047058823529411764,35,0.125,-0.935623288154602,-0.8892654776573181,-0.8991016149520874,-0.9398683309555054
CelebA,173365,1494,0,FaceGuard,0.047058823529411764,35,0.125,-0.879645824432373,-0.7761024236679077,-0.7692771553993225,-0.8689097762107849
CelebA,156262,8778,0,FaceGuard,0.047058823529411764,35,0.125,-0.9534369707107544,-0.905305802822113,-0.9256107211112976,-0.9555184841156006
CelebA,080895,9432,0,FaceGuard,0.047058823529411764,35,0.125,-0.9448326826095581,-0.8751227855682373,-0.8973839282989502,-0.9457423686981201
CelebA,033012,6961,0,FaceGuard,0.047058823529411764,35,0.125,-0.9409159421920776,-0.9070550203323364,-0.9056000113487244,-0.9315344095230103
CelebA,060235,8436,0,FaceGuard,0.047058823529411764,35,0.125,-0.9246673583984375,-0.8303817510604858,-0.8476232290267944,-0.9157346487045288
CelebA,075587,2977,0,FaceGuard,0.047058823529411764,35,0.125,-0.9436154365539551,-0.8597069978713989,-0.8645791411399841,-0.9346545934677124
CelebA,092609,6181,0,FaceGuard,0.047058823529411764,35,0.125,-0.9319705367088318,-0.9008443355560303,-0.8754009008407593,-0.924464225769043
CelebA,160915,8368,0,FaceGuard,0.047058823529411764,35,0.125,-0.9368680715560913,-0.9051044583320618,-0.8934050798416138,-0.926421046257019
CelebA,123995,7456,0,FaceGuard,0.047058823529411764,35,0.125,-0.9275586009025574,-0.8686742782592773,-0.8519974946975708,-0.922761082649231
CelebA,176653,2324,0,FaceGuard,0.047058823529411764,35,0.125,-0.9501158595085144,-0.9058010578155518,-0.8582702875137329,-0.9440512657165527
CelebA,059561,5508,0,FaceGuard,0.047058823529411764,35,0.125,-0.9316335916519165,-0.9444668292999268,-0.9128161668777466,-0.9360716342926025
CelebA,169365,928,0,FaceGuard,0.047058823529411764,35,0.125,-0.9100679755210876,-0.8632799983024597,-0.803311824798584,-0.8922008872032166
CelebA,160703,4427,0,FaceGuard,0.047058823529411764,35,0.125,-0.9400848746299744,-0.8724746704101562,-0.8636704087257385,-0.9281831979751587
CelebA,186101,8204,0,FaceGuard,0.047058823529411764,35,0.125,-0.9338771104812622,-0.8736954927444458,-0.8318886756896973,-0.9259055852890015
CelebA,112848,467,0,FaceGuard,0.047058823529411764,35,0.125,-0.9407808780670166,-0.8661520481109619,-0.8510012626647949,-0.9299213290214539
CelebA,160566,3555,0,FaceGuard,0.047058823529411764,35,0.125,-0.8494163751602173,-0.7659431099891663,-0.7415309548377991,-0.8372714519500732
CelebA,112328,6648,0,FaceGuard,0.047058823529411764,35,0.125,-0.9305164813995361,-0.8657936453819275,-0.8536481261253357,-0.9262874126434326
CelebA,001282,10089,0,FaceGuard,0.047058823529411764,35,0.125,-0.9124161005020142,-0.8508391380310059,-0.7922316789627075,-0.9038621783256531
CelebA,054430,9972,0,FaceGuard,0.047058823529411764,35,0.125,-0.9453800916671753,-0.9162074327468872,-0.9037041664123535,-0.933155357837677
CelebA,013249,7280,0,FaceGuard,0.047058823529411764,35,0.125,-0.9497000575065613,-0.924015998840332,-0.9190080761909485,-0.947960376739502
CelebA,090327,8044,0,FaceGuard,0.047058823529411764,35,0.125,-0.9458875060081482,-0.9127920269966125,-0.9080929756164551,-0.9457414150238037
CelebA,108471,1215,0,FaceGuard,0.047058823529411764,35,0.125,-0.9145932197570801,-0.87724769115448,-0.8571845889091492,-0.9078810214996338
CelebA,036778,6314,0,FaceGuard,0.047058823529411764,35,0.125,-0.9303292632102966,-0.8949375152587891,-0.8777507543563843,-0.9227250814437866
CelebA,031950,3804,0,FaceGuard,0.047058823529411764,35,0.125,-0.9074643850326538,-0.8332054615020752,-0.7585832476615906,-0.9004358053207397
CelebA,000021,181,0,FaceGuard,0.047058823529411764,35,0.125,-0.9572282433509827,-0.9431172609329224,-0.8896280527114868,-0.9496132135391235
CelebA,126429,1361,0,FaceGuard,0.047058823529411764,35,0.125,-0.8243628740310669,-0.7102217674255371,-0.6802936792373657,-0.7899690866470337
CelebA,044346,5599,0,FaceGuard,0.047058823529411764,35,0.125,-0.9645447134971619,-0.9122098088264465,-0.9216588735580444,-0.9562951326370239
CelebA,008796,8648,0,FaceGuard,0.047058823529411764,35,0.125,-0.9562064409255981,-0.9424839019775391,-0.9101139307022095,-0.9589191675186157
CelebA,071546,1016,0,FaceGuard,0.047058823529411764,35,0.125,-0.842382550239563,-0.7268694639205933,-0.6880787014961243,-0.8023937940597534
CelebA,102356,2944,0,FaceGuard,0.047058823529411764,35,0.125,-0.9250516891479492,-0.8630021214485168,-0.8717136383056641,-0.9249910116195679
CelebA,043521,9040,0,FaceGuard,0.047058823529411764,35,0.125,-0.9497721195220947,-0.9128395318984985,-0.9011005163192749,-0.9414423704147339
CelebA,000131,7222,0,FaceGuard,0.047058823529411764,35,0.125,-0.9492319226264954,-0.940022349357605,-0.925796389579773,-0.9505070447921753
CelebA,004401,8198,0,FaceGuard,0.047058823529411764,35,0.125,-0.9232616424560547,-0.892249345779419,-0.8252655267715454,-0.9224250316619873
CelebA,149242,5386,0,FaceGuard,0.047058823529411764,35,0.125,-0.9211632013320923,-0.8462893962860107,-0.817715048789978,-0.9138820171356201
CelebA,195739,8777,0,FaceGuard,0.047058823529411764,35,0.125,-0.8906793594360352,-0.8082374334335327,-0.7567418813705444,-0.8778806328773499
CelebA,104970,3320,0,FaceGuard,0.047058823529411764,35,0.125,-0.9307403564453125,-0.9110129475593567,-0.885810911655426,-0.9255390167236328
CelebA,169759,2604,0,FaceGuard,0.047058823529411764,35,0.125,-0.9524887204170227,-0.9426193833351135,-0.936895489692688,-0.9545342326164246
CelebA,142315,8063,0,FaceGuard,0.047058823529411764,35,0.125,-0.9565659165382385,-0.925965428352356,-0.9070379734039307,-0.9551507830619812
CelebA,178354,1498,0,FaceGuard,0.047058823529411764,35,0.125,-0.8650007247924805,-0.7509924173355103,-0.7230148315429688,-0.8535466194152832
CelebA,120803,8737,0,FaceGuard,0.047058823529411764,35,0.125,-0.9223947525024414,-0.8203774094581604,-0.796724259853363,-0.9193251729011536
CelebA,074408,605,0,FaceGuard,0.047058823529411764,35,0.125,-0.9405159950256348,-0.9019923210144043,-0.8889515399932861,-0.9349405765533447
CelebA,120308,2310,0,FaceGuard,0.047058823529411764,35,0.125,-0.9303168058395386,-0.8950024247169495,-0.874403178691864,-0.9184616208076477
CelebA,036060,6428,0,FaceGuard,0.047058823529411764,35,0.125,-0.9550895690917969,-0.8925026655197144,-0.877660870552063,-0.9509735107421875
CelebA,105527,6478,0,FaceGuard,0.047058823529411764,35,0.125,-0.9230226874351501,-0.8805697560310364,-0.8216074705123901,-0.9066993594169617
CelebA,013581,661,0,FaceGuard,0.047058823529411764,35,0.125,-0.8427521586418152,-0.7604045271873474,-0.7142113447189331,-0.8191796541213989
CelebA,196330,6441,0,FaceGuard,0.047058823529411764,35,0.125,-0.9488143920898438,-0.9142483472824097,-0.8989596366882324,-0.9420750141143799
CelebA,076320,2275,0,FaceGuard,0.047058823529411764,35,0.125,-0.9507120251655579,-0.9085564017295837,-0.9244295954704285,-0.9499942064285278
CelebA,172602,822,0,FaceGuard,0.047058823529411764,35,0.125,-0.9555916786193848,-0.9354830980300903,-0.9282453060150146,-0.9534304738044739
CelebA,173153,3577,0,FaceGuard,0.047058823529411764,35,0.125,-0.8992761969566345,-0.7864768505096436,-0.7042931914329529,-0.8638245463371277
CelebA,129822,7209,0,FaceGuard,0.047058823529411764,35,0.125,-0.8587334752082825,-0.7186918258666992,-0.6967746615409851,-0.8387479782104492
CelebA,098780,5251,0,FaceGuard,0.047058823529411764,35,0.125,-0.9212788343429565,-0.8381112813949585,-0.8034975528717041,-0.9119114875793457
CelebA,047342,3164,0,FaceGuard,0.047058823529411764,35,0.125,-0.9587967395782471,-0.9196434020996094,-0.9046658277511597,-0.9506561756134033
CelebA,061417,7641,0,FaceGuard,0.047058823529411764,35,0.125,-0.9057902097702026,-0.7758073806762695,-0.7575731873512268,-0.8840123414993286
CelebA,149903,3586,0,FaceGuard,0.047058823529411764,35,0.125,-0.9069665670394897,-0.8544199466705322,-0.7279586791992188,-0.8953763246536255
CelebA,089171,4841,0,FaceGuard,0.047058823529411764,35,0.125,-0.9403570890426636,-0.8995678424835205,-0.8765816688537598,-0.936729371547699
CelebA,124313,8564,0,FaceGuard,0.047058823529411764,35,0.125,-0.860569179058075,-0.6327023506164551,-0.5883435606956482,-0.8119524121284485
CelebA,061243,7755,0,FaceGuard,0.047058823529411764,35,0.125,-0.8975160121917725,-0.8267050981521606,-0.7963006496429443,-0.8894689679145813
CelebA,053473,4196,0,FaceGuard,0.047058823529411764,35,0.125,-0.9511712789535522,-0.9320740103721619,-0.9261727333068848,-0.9445213079452515
CelebA,109851,6128,0,FaceGuard,0.047058823529411764,35,0.125,-0.95707106590271,-0.9265114068984985,-0.9132735133171082,-0.949235200881958
CelebA,125719,8820,0,FaceGuard,0.047058823529411764,35,0.125,-0.9264923334121704,-0.8465307950973511,-0.8553947806358337,-0.9238520860671997
CelebA,124968,1966,0,FaceGuard,0.047058823529411764,35,0.125,-0.9266048669815063,-0.805300772190094,-0.8100085258483887,-0.9209073781967163
CelebA,141236,952,0,FaceGuard,0.047058823529411764,35,0.125,-0.9030152559280396,-0.8424996137619019,-0.8423173427581787,-0.896584689617157
CelebA,133594,7801,0,FaceGuard,0.047058823529411764,35,0.125,-0.8718813061714172,-0.816953182220459,-0.7901920676231384,-0.8582340478897095
CelebA,060195,1490,0,FaceGuard,0.047058823529411764,35,0.125,-0.937147855758667,-0.8896353244781494,-0.8957617282867432,-0.9327787160873413
CelebA,117648,3127,0,FaceGuard,0.047058823529411764,35,0.125,-0.8790180683135986,-0.7571929693222046,-0.7262190580368042,-0.8632763624191284
CelebA,145471,8011,0,FaceGuard,0.047058823529411764,35,0.125,-0.9415572881698608,-0.9008175134658813,-0.9091708660125732,-0.9357712864875793
CelebA,079979,8690,0,FaceGuard,0.047058823529411764,35,0.125,-0.8004920482635498,-0.6947504878044128,-0.5909674763679504,-0.7814831733703613
CelebA,100237,579,0,FaceGuard,0.047058823529411764,35,0.125,-0.9163849353790283,-0.8718584775924683,-0.8231077194213867,-0.895713746547699
CelebA,072301,999,0,FaceGuard,0.047058823529411764,35,0.125,-0.9345203042030334,-0.858612060546875,-0.8569279313087463,-0.9184221029281616
CelebA,151493,9548,0,FaceGuard,0.047058823529411764,35,0.125,-0.936212420463562,-0.9108792543411255,-0.9134680032730103,-0.9286924600601196
CelebA,096207,548,0,FaceGuard,0.047058823529411764,35,0.125,-0.94315505027771,-0.9079186320304871,-0.9163320064544678,-0.9375572800636292
CelebA,159385,7932,0,FaceGuard,0.047058823529411764,35,0.125,-0.9557924270629883,-0.9223170876502991,-0.9242643713951111,-0.9534026384353638
CelebA,166382,1755,0,FaceGuard,0.047058823529411764,35,0.125,-0.9312880039215088,-0.9119899272918701,-0.8705286979675293,-0.9270003437995911
CelebA,110890,363,0,FaceGuard,0.047058823529411764,35,0.125,-0.8901039361953735,-0.8089316487312317,-0.7548961043357849,-0.8718258142471313
CelebA,018213,4245,0,FaceGuard,0.047058823529411764,35,0.125,-0.9470028877258301,-0.8809413909912109,-0.8887544274330139,-0.9446709156036377
CelebA,188912,4998,0,FaceGuard,0.047058823529411764,35,0.125,-0.9280557036399841,-0.855828046798706,-0.8398606777191162,-0.9137871265411377
CelebA,201543,6747,0,FaceGuard,0.047058823529411764,35,0.125,-0.9433194398880005,-0.8965969085693359,-0.8982530832290649,-0.9351997375488281
CelebA,102134,8783,0,FaceGuard,0.047058823529411764,35,0.125,-0.9585749506950378,-0.9335453510284424,-0.9233026504516602,-0.9557021260261536
CelebA,035980,1903,0,FaceGuard,0.047058823529411764,35,0.125,-0.960803747177124,-0.9361121654510498,-0.9364020824432373,-0.9586292505264282
CelebA,088755,4908,0,FaceGuard,0.047058823529411764,35,0.125,-0.9541423320770264,-0.9368830919265747,-0.9454902410507202,-0.9543854594230652
CelebA,045582,6442,0,FaceGuard,0.047058823529411764,35,0.125,-0.9457765221595764,-0.9065104722976685,-0.90915846824646,-0.9404993653297424
CelebA,099669,2787,0,FaceGuard,0.047058823529411764,35,0.125,-0.9246156215667725,-0.8435608148574829,-0.815586507320404,-0.9143781661987305
CelebA,057687,6853,0,FaceGuard,0.047058823529411764,35,0.125,-0.9353771209716797,-0.8639324903488159,-0.8271987438201904,-0.9260249137878418
CelebA,010520,5064,0,FaceGuard,0.047058823529411764,35,0.125,-0.9132905602455139,-0.8065954446792603,-0.8419754505157471,-0.903977632522583
CelebA,154078,4929,0,FaceGuard,0.047058823529411764,35,0.125,-0.9592089653015137,-0.9243146777153015,-0.9271141290664673,-0.9548677206039429
CelebA,113835,3311,0,FaceGuard,0.047058823529411764,35,0.125,-0.9589754343032837,-0.9558848738670349,-0.9340046644210815,-0.9565539360046387
CelebA,028968,182,0,FaceGuard,0.047058823529411764,35,0.125,-0.960884690284729,-0.9217997193336487,-0.9185864925384521,-0.9590641260147095
CelebA,169397,4228,0,FaceGuard,0.047058823529411764,35,0.125,-0.9215044975280762,-0.8551143407821655,-0.8558551073074341,-0.9102282524108887
CelebA,199484,5275,0,FaceGuard,0.047058823529411764,35,0.125,-0.9483203887939453,-0.9394493103027344,-0.9278125166893005,-0.9467854499816895
CelebA,076129,8347,0,FaceGuard,0.047058823529411764,35,0.125,-0.9449454545974731,-0.9195969104766846,-0.9173715114593506,-0.944270670413971
CelebA,125882,6773,0,FaceGuard,0.047058823529411764,35,0.125,-0.9408375024795532,-0.8983964920043945,-0.8986895680427551,-0.9382533431053162
CelebA,099888,5153,0,FaceGuard,0.047058823529411764,35,0.125,-0.8752626180648804,-0.7882323265075684,-0.6963810920715332,-0.8560150265693665
CelebA,119564,716,0,FaceGuard,0.047058823529411764,35,0.125,-0.9362301826477051,-0.9251879453659058,-0.9056139588356018,-0.9296345710754395
CelebA,028809,6780,0,FaceGuard,0.047058823529411764,35,0.125,-0.9256273508071899,-0.8720168471336365,-0.8420138955116272,-0.9191313982009888
CelebA,156009,7647,0,FaceGuard,0.047058823529411764,35,0.125,-0.8870554566383362,-0.8015510439872742,-0.6898026466369629,-0.8641610741615295
CelebA,049383,1511,0,FaceGuard,0.047058823529411764,35,0.125,-0.8981809616088867,-0.8130157589912415,-0.7446396350860596,-0.8724030256271362
CelebA,129239,2013,0,FaceGuard,0.047058823529411764,35,0.125,-0.9044800996780396,-0.8313548564910889,-0.8203770518302917,-0.8940396308898926
CelebA,119122,5745,0,FaceGuard,0.047058823529411764,35,0.125,-0.9454724788665771,-0.9323155879974365,-0.9051005840301514,-0.9393035173416138
CelebA,076352,2591,0,FaceGuard,0.047058823529411764,35,0.125,-0.9569970369338989,-0.9141619205474854,-0.9097563028335571,-0.9578001499176025
CelebA,189507,5267,0,FaceGuard,0.047058823529411764,35,0.125,-0.8911949396133423,-0.8256897330284119,-0.8303887844085693,-0.8822458982467651
CelebA,105547,4424,0,FaceGuard,0.047058823529411764,35,0.125,-0.941045880317688,-0.921241044998169,-0.9169381856918335,-0.9393144845962524
CelebA,189255,6886,0,FaceGuard,0.047058823529411764,35,0.125,-0.9003950953483582,-0.8400014638900757,-0.7541061639785767,-0.8696398138999939
CelebA,017726,175,0,FaceGuard,0.047058823529411764,35,0.125,-0.826850414276123,-0.7414265871047974,-0.6799449324607849,-0.8080312609672546
CelebA,156050,9811,0,FaceGuard,0.047058823529411764,35,0.125,-0.9272446036338806,-0.8661395311355591,-0.8872102499008179,-0.9091182947158813
CelebA,092467,7067,0,FaceGuard,0.047058823529411764,35,0.125,-0.9288098812103271,-0.8882361650466919,-0.9213162660598755,-0.9194868803024292
CelebA,071677,3338,0,FaceGuard,0.047058823529411764,35,0.125,-0.9012314677238464,-0.790436863899231,-0.7417755126953125,-0.8865569233894348
CelebA,056453,7402,0,FaceGuard,0.047058823529411764,35,0.125,-0.8262114524841309,-0.6909529566764832,-0.5915126204490662,-0.8150954246520996
CelebA,078901,3802,0,FaceGuard,0.047058823529411764,35,0.125,-0.8863852024078369,-0.8192973136901855,-0.7617912292480469,-0.8568984270095825
CelebA,139789,8545,0,FaceGuard,0.047058823529411764,35,0.125,-0.9021427631378174,-0.8773508071899414,-0.826781690120697,-0.8901183605194092
CelebA,081044,8548,0,FaceGuard,0.047058823529411764,35,0.125,-0.9410102367401123,-0.9088650345802307,-0.8801531195640564,-0.931425154209137
CelebA,105237,6288,0,FaceGuard,0.047058823529411764,35,0.125,-0.9425593614578247,-0.9051198363304138,-0.8619605302810669,-0.9272524118423462
CelebA,143700,9589,0,FaceGuard,0.047058823529411764,35,0.125,-0.9106154441833496,-0.8622056245803833,-0.8479241132736206,-0.9004271030426025
CelebA,183263,8445,0,FaceGuard,0.047058823529411764,35,0.125,-0.8260353803634644,-0.5995370149612427,-0.5411211848258972,-0.7774909734725952
CelebA,164743,2676,0,FaceGuard,0.047058823529411764,35,0.125,-0.8838698863983154,-0.7875385880470276,-0.7550119161605835,-0.8674726486206055
CelebA,082463,2612,0,FaceGuard,0.047058823529411764,35,0.125,-0.9629794955253601,-0.9461959004402161,-0.9499087333679199,-0.9509276151657104
CelebA,168943,1306,0,FaceGuard,0.047058823529411764,35,0.125,-0.8984780311584473,-0.8129894733428955,-0.7661654353141785,-0.8894249200820923
CelebA,091156,7265,0,FaceGuard,0.047058823529411764,35,0.125,-0.9143080711364746,-0.8766518831253052,-0.79409259557724,-0.9010348320007324
CelebA,195531,5306,0,FaceGuard,0.047058823529411764,35,0.125,-0.8930584192276001,-0.8431180119514465,-0.833945095539093,-0.8918754458427429
CelebA,144572,6145,0,FaceGuard,0.047058823529411764,35,0.125,-0.9431614279747009,-0.9050472974777222,-0.9096335172653198,-0.9393439888954163
CelebA,194077,7325,0,FaceGuard,0.047058823529411764,35,0.125,-0.8989181518554688,-0.7727234363555908,-0.7443020939826965,-0.883536696434021
CelebA,023102,6466,0,FaceGuard,0.047058823529411764,35,0.125,-0.9587066769599915,-0.9453943967819214,-0.939849853515625,-0.9555084705352783
CelebA,019415,7687,0,FaceGuard,0.047058823529411764,35,0.125,-0.8923882842063904,-0.8457123637199402,-0.8170455694198608,-0.8845528364181519
CelebA,049749,4159,0,FaceGuard,0.047058823529411764,35,0.125,-0.9335460662841797,-0.8461226224899292,-0.8761307001113892,-0.9209157228469849
