dataset,image_id,identity_id,seed,method,epsilon,steps,step_ratio,cosine_similarity,psnr,ssim,lpips,success,jpeg_cosine,blur_cosine,resize_cosine,relaxed_success,runtime_sec
LFW,lfw_04682,Will Young,0,FaceGuard,0.047058823529411764,35,0.125,-0.9113520383834839,32.88479742775923,0.8624636108264769,0.25761547684669495,True,-0.8669646382331848,-0.7838619947433472,-0.8850948810577393,True,1.4295208752155304
LFW,lfw_00122,Mariangel Ruiz Torrealba,0,FaceGuard,0.047058823529411764,35,0.125,-0.8596334457397461,32.5093277722965,0.8617126313522498,0.2413870096206665,True,-0.7270368933677673,-0.6767735481262207,-0.8313584923744202,True,1.4295208752155304
LFW,lfw_01758,Halle Berry,0,FaceGuard,0.047058823529411764,35,0.125,-0.9349560141563416,32.988775765303245,0.8570826191268397,0.2777148485183716,True,-0.9005933403968811,-0.893252968788147,-0.9244319200515747,True,1.2420122921466827
LFW,lfw_12154,Jacques Chirac,0,FaceGuard,0.047058823529411764,35,0.125,-0.9407497048377991,33.276617469357085,0.8687040359531308,0.2515068054199219,True,-0.9143823385238647,-0.9017496109008789,-0.9423264265060425,True,1.2420122921466827
LFW,lfw_10962,Richard Armitage,0,FaceGuard,0.047058823529411764,35,0.125,-0.8881099224090576,33.035813297099295,0.866438585417868,0.15765242278575897,True,-0.8176116347312927,-0.7410120964050293,-0.8707257509231567,True,1.2420122921466827
LFW,lfw_02287,Liane Janda,0,FaceGuard,0.047058823529411764,35,0.125,-0.936199426651001,33.368413000472685,0.8336936861547711,0.3298056125640869,True,-0.8986358046531677,-0.9018145799636841,-0.9302307963371277,True,1.2420122921466827
LFW,lfw_03741,Gloria Macapagal Arroyo,0,FaceGuard,0.047058823529411764,35,0.125,-0.9067649841308594,33.154165253375574,0.8502204708267423,0.2532125413417816,True,-0.8454999923706055,-0.8193536400794983,-0.8913173675537109,True,1.2420122921466827
LFW,lfw_04178,Alejandro Toledo,0,FaceGuard,0.047058823529411764,35,0.125,-0.9602266550064087,33.16344729046786,0.876468035390434,0.22857247292995453,True,-0.9381795525550842,-0.9433994889259338,-0.9597827196121216,True,1.2420122921466827
LFW,lfw_12516,Brian Williams,0,FaceGuard,0.047058823529411764,35,0.125,-0.8878895044326782,33.00282575220467,0.8559476879186446,0.26273834705352783,True,-0.80668044090271,-0.7745638489723206,-0.8803948163986206,True,1.2420122921466827
LFW,lfw_12913,Colin Powell,0,FaceGuard,0.047058823529411764,35,0.125,-0.9302879571914673,33.20616946758365,0.8381573639812653,0.37928855419158936,True,-0.869918942451477,-0.8681157827377319,-0.9248659610748291,True,1.2420122921466827
LFW,lfw_09579,Mohammed Al-Douri,0,FaceGuard,0.047058823529411764,35,0.125,-0.9020841717720032,33.06528114639073,0.8617133371181308,0.2561366558074951,True,-0.854325532913208,-0.8539249300956726,-0.8926360607147217,True,1.182912677526474
LFW,lfw_06298,Herta Daeubler-Gmelin,0,FaceGuard,0.047058823529411764,35,0.125,-0.9431034922599792,33.36141180202119,0.855219778097589,0.34858638048171997,True,-0.9085750579833984,-0.8938198685646057,-0.9445614814758301,True,1.182912677526474
LFW,lfw_06221,Annie-Jeanne Reynaud,0,FaceGuard,0.047058823529411764,35,0.125,-0.9501817226409912,33.4029703819571,0.8671449046690486,0.244353249669075,True,-0.9219592213630676,-0.9194229245185852,-0.9464139938354492,True,1.182912677526474
LFW,lfw_01909,Jason Kidd,0,FaceGuard,0.047058823529411764,35,0.125,-0.9358763694763184,33.20908821918933,0.8658697984392557,0.37743547558784485,True,-0.908810019493103,-0.8784171342849731,-0.9262021780014038,True,1.182912677526474
LFW,lfw_08102,Britney Spears,0,FaceGuard,0.047058823529411764,35,0.125,-0.9290657043457031,32.8521213333233,0.8898322904635063,0.20826701819896698,True,-0.8726848363876343,-0.8256896734237671,-0.9148021936416626,True,1.182912677526474
LFW,lfw_09152,Leonid Kuchma,0,FaceGuard,0.047058823529411764,35,0.125,-0.8485246896743774,32.88769966724617,0.8365084079881738,0.2623884379863739,True,-0.7539143562316895,-0.7162830829620361,-0.8311988115310669,True,1.182912677526474
LFW,lfw_06595,Pete Gillen,0,FaceGuard,0.047058823529411764,35,0.125,-0.9399861097335815,33.50217190479232,0.8266428005753953,0.38971665501594543,True,-0.9028657674789429,-0.8902550339698792,-0.9395439028739929,True,1.182912677526474
LFW,lfw_06528,Roberto Benigni,0,FaceGuard,0.047058823529411764,35,0.125,-0.9375552535057068,33.199582846652454,0.8619208544322593,0.21090549230575562,True,-0.9011642336845398,-0.8781262636184692,-0.9302042722702026,True,1.182912677526474
LFW,lfw_11575,Margaret Okayo,0,FaceGuard,0.047058823529411764,35,0.125,-0.9426538944244385,33.520792678461405,0.861043370436076,0.30118662118911743,True,-0.9351436495780945,-0.8896268606185913,-0.938363254070282,True,1.2038048803806305
LFW,lfw_09399,David Nalbandian,0,FaceGuard,0.047058823529411764,35,0.125,-0.9458261728286743,33.29166569040524,0.8881609037095711,0.2893120050430298,True,-0.9101594686508179,-0.8799422979354858,-0.9382567405700684,True,1.2038048803806305
LFW,lfw_09163,Strom Thurmond,0,FaceGuard,0.047058823529411764,35,0.125,-0.9271349310874939,33.60384001752343,0.8340480886457491,0.3874063491821289,True,-0.9051933288574219,-0.8641916513442993,-0.9172312021255493,True,1.2038048803806305
LFW,lfw_06182,Marco Antonio Barrera,0,FaceGuard,0.047058823529411764,35,0.125,-0.933358907699585,33.328940290803516,0.8535991207624661,0.317535400390625,True,-0.8955003023147583,-0.8727866411209106,-0.9246142506599426,True,1.2038048803806305
LFW,lfw_03220,Hamid Karzai,0,FaceGuard,0.047058823529411764,35,0.125,-0.8919593095779419,32.892453615187,0.8661454246618344,0.273689329624176,True,-0.8299789428710938,-0.773949384689331,-0.8824608325958252,True,1.2038048803806305
LFW,lfw_00820,George W Bush,0,FaceGuard,0.047058823529411764,35,0.125,-0.9322291612625122,33.23749019543343,0.8641992828322874,0.3109990656375885,True,-0.8996431827545166,-0.9058077931404114,-0.9315469264984131,True,1.2038048803806305
LFW,lfw_06140,Laura Bush,0,FaceGuard,0.047058823529411764,35,0.125,-0.8994132280349731,32.98415203757969,0.8492495205428151,0.24060404300689697,True,-0.8625519275665283,-0.8179600238800049,-0.9075577855110168,True,1.2038048803806305
LFW,lfw_08243,Jose Mourinho,0,FaceGuard,0.047058823529411764,35,0.125,-0.9095901250839233,33.20151991910474,0.8626790784176787,0.35557207465171814,True,-0.8533053994178772,-0.8511195778846741,-0.8990902900695801,True,1.2038048803806305
